Z,band1,band2,band3
6.610000134,2.693000052,4.817840286,4.262268351
5.28000021,3.702619705,4.940473078,3.928136355
3.099999905,3.973246649,5.49695489,4.867521483
3.839999914,3.687694608,4.573781416,2.237331554
2.809999943,3.961041565,4.699036109,-4.109329219
3.910000086,3.886738356,5.042109013,3.79857933
1.399999976,4.125468139,4.806797199,3.334438884
2.380000114,4.35338948,5.360378446,4.467704898
2.849999905,3.93898634,5.179566422,4.331320625
8.970000267,5.1897105,5.468199606,5.146825305
6.28000021,2.902395923,4.844904384,4.310171992
4.320000172,4.105450791,4.569038172,1.916166389
4.860000134,3.603354674,4.682554754,2.36480252
3.440000057,4.041114621,5.416759625,4.728765899
3.5,4.057687761,5.379371117,4.433696875
7.340000153,3.432652206,4.479142149,2.892025566
3.039999962,4.022643842,5.388836507,4.619001335
3.859999895,3.662654325,5.619465149,5.24745896
2.720000029,4.526145047,5.456990464,4.431527314
5.949999809,3.035916333,4.91905055,4.234912252
2.670000076,3.675033665,4.420930785,-0.211379888
1.480000019,3.566406005,4.436470279,0.268291049
4.559999943,4.010061181,4.759572478,3.118172413
3.299999952,3.898213092,5.173335363,4.209841164
4.059999943,3.520780481,5.20373283,4.532549411
2.549999952,3.917870965,5.47610067,4.890115064
2.630000114,4.299155016,4.874962961,3.109254733
2.329999924,4.678825712,5.438955908,4.457020276
2.440000057,3.881463392,5.371390736,4.677070331
3.569999933,3.63209355,5.257531994,4.557063843
4.340000153,2.868570968,4.841940017,4.124583479
2.269999981,4.257187178,4.75782752,1.965711503
4.289999962,3.764002551,5.018112085,3.843254494
5.630000114,2.785556346,4.673280582,3.868746413
2.630000114,3.896240624,5.02441878,3.900284054
5.829999924,3.270090139,4.741067402,3.513511641
2.5,3.994178421,4.85792124,3.328100627
2.49000001,3.797707655,4.613821768,2.745091059
4.010000229,3.547073936,5.153956628,4.428176554
2.49000001,4.332732729,5.297142336,4.355337339
4.829999924,3.467377779,4.848283056,3.452196098
4.360000134,3.193644798,4.915732871,3.709601769
1.960000038,4.372305657,4.79965234,1.927458125
1.49000001,5.174080137,5.747336934,4.88125013
3.519999981,3.907274304,5.536455189,4.972386431
5.420000076,2.822487663,5.24104574,4.806745443
2.269999981,3.90618021,5.308476001,4.602889597
3.74000001,3.720699962,5.145053569,4.068144103
3.230000019,4.140359734,5.346838504,4.367743224
1.470000029,5.265953612,5.903500321,5.143986333
4.690000057,3.340077486,5.032427099,4.258183684
3.539999962,4.200821009,5.235641563,4.448145459
2.670000076,3.652803358,4.520435134,1.614912211
3.579999924,3.617958316,5.228740599,4.594735656
2.650000095,3.898969498,5.43731271,4.788255282
5.260000229,3.187085481,4.764930594,3.466984634
2.940000057,3.985835803,4.687744888,2.591932246
3.849999905,3.547687033,5.129785858,4.26382847
4.5,3.103443363,5.031406094,4.448221297
8.06000042,2.438443144,4.491369053,3.886235859
3.880000114,3.559616284,5.266236859,4.652574479
3.900000095,3.580413363,4.774793029,2.912903436
3.359999895,3.513192131,4.538096248,2.668716292
4.400000095,3.677466659,4.989222132,3.962920447
2.119999886,4.056698855,4.768595717,2.140630494
4.78000021,3.46889223,4.886624973,3.660620924
3.150000095,3.808209418,4.991142418,3.881668858
2.49000001,5.102500525,5.679241893,4.632167699
2.349999905,4.736784577,5.687619032,5.0068626
5.010000229,2.651197012,4.940748185,4.479124011
5.079999924,3.817666801,4.991229271,3.759848089
4.809999943,3.363722462,4.898758484,3.793840349
1.929999948,4.554001869,5.330430219,4.333355426
1.480000019,3.566406005,4.436470279,0.268291049
7.71999979,4.047945644,4.781777585,3.782619954
4.610000134,3.210299659,4.734246138,3.492129511
3.160000086,3.660637371,4.628223115,2.841870231
2.299999952,4.034618674,5.426656543,4.770410524
7.559999943,2.448473163,4.116103606,2.369191711
5.639999866,3.141281393,4.896918972,4.251968905
3.579999924,4.034888701,4.643142662,1.60259352
9.369999886,2.417496581,4.199299893,3.317285298
2.289999962,4.206962561,4.720939294,2.506833998
1.289999962,3.731148093,4.441075284,1.754407765
2.25999999,3.972007314,4.637503932,-3.160714952
5.659999847,2.657741033,4.703179582,3.856573898
6.570000172,3.096601237,4.521579585,2.576443774
1.649999976,4.613547877,5.519312702,4.727336361
2.619999886,3.885009396,5.002727137,3.883145694
2.190000057,3.898464061,4.765618132,2.803167174
2.609999895,3.517457086,5.175686493,4.441829288
1.980000019,4.738527036,5.327883988,4.185029316
2.329999924,4.276812482,5.369866249,4.444186263
5.510000229,3.443609772,4.941953586,4.018901126
1.700000048,4.470723575,5.420898319,4.460808596
3.230000019,3.609139445,5.459901721,4.928020789
4.369999886,3.648158481,4.818240773,3.271920222
2.269999981,4.302580638,5.216836615,4.116706043
2.789999962,3.527023335,4.546853171,2.99371768
3.210000038,4.26055407,4.940643818,3.279332814
2.150000095,4.829633872,5.141950561,3.680071982
4.380000114,4.055410852,4.588604491,1.364586003
5.269999981,3.33330134,5.0097384,4.398499725
3.680000067,3.045800965,5.300275382,4.900625401
6.920000076,3.25985071,4.520672101,2.934546018
2.339999914,4.574699613,5.296431173,4.207223268
11.26000023,3.179629304,4.212109847,3.727165918
2.230000019,4.331276716,4.951622109,3.221650218
3.25999999,3.873802904,4.979850484,3.477092605
1.909999967,4.525724595,5.499002992,4.614910906
4.53000021,2.819100572,5.040140708,4.598888406
2.180000067,4.141373861,4.940200416,2.934867062
3.940000057,3.412276762,5.34940553,4.796213823
6.130000114,2.750321636,4.887264446,4.413595391
6.550000191,2.890203457,4.706700544,3.651278418
3.329999924,3.985810065,5.20202847,3.984109227
6.46999979,2.903154887,5.010390169,4.490813549
4.699999809,3.675126328,5.108248199,4.241809287
4.429999828,3.365183837,4.803275318,3.706786832
2.430000067,4.060031347,5.299108134,4.433047092
5.340000153,3.161527054,4.869024366,4.001464656
2.309999943,4.672090304,5.264640641,4.057909991
3.079999924,4.129427223,5.358193035,4.34767285
3.670000076,3.556590549,5.189717728,4.462493188
1.649999976,4.246700181,5.201045801,4.12032938
1.610000014,4.587425288,5.40350683,4.358957289
4.050000191,3.641886411,5.186908092,4.575781445
10.27000046,3.077667721,4.250718038,3.783725445
3.390000105,3.974412337,5.034924678,3.627644658
2.769999981,4.455812585,4.856422176,2.996295743
6.989999771,3.242958231,4.71971509,3.866696634
4.03000021,3.641714338,5.214908875,4.59960444
2.059999943,4.613885688,5.196798607,3.984458861
1.870000005,4.699043006,5.286258464,4.002282378
3.49000001,4.116603977,5.149440037,4.183565751
4.460000038,3.901381458,5.31212024,4.897322071
2.089999914,4.714066405,5.262086009,3.824192475
1.389999986,5.107210153,6.030880264,5.460547561
3.809999943,3.68452537,5.523779823,5.111468046
5.079999924,2.780103803,4.940030082,4.356957065
5.96999979,3.166418325,4.950013538,4.46517363
5.150000095,2.879921189,4.621850369,3.3530013
4.010000229,3.122261333,4.94420935,4.223120198
5.960000038,3.719790826,4.285692697,3.305285361
1.340000033,5.288719395,5.641749162,4.577049203
2.809999943,3.769568809,4.765251876,3.304363507
2.039999962,4.253641472,4.699410924,1.423047912
2.25999999,4.371257042,5.330885884,4.344344393
3.809999943,3.968381197,5.015405471,3.79660457
5.389999866,2.594667275,5.102860427,4.609408463
3.769999981,3.757338703,5.198199025,4.208933002
3.789999962,3.706922221,5.519269665,5.05909619
3.180000067,3.736521167,4.859895424,3.773248567
2.549999952,3.665838316,4.917750555,3.964471018
2.769999981,4.069364997,5.41457758,4.750703543
4.070000172,3.543492392,5.210086449,4.478003309
4.019999981,3.352046909,5.37743618,4.975520754
3.75,3.626662916,5.41228527,4.925637437
2.25,4.498870645,4.870237023,2.541162526
3.019999981,4.153055642,4.827501026,2.515981856
3.24000001,3.335054973,5.402141833,4.973254828
1.809999943,4.380670124,5.066379316,3.709590078
3.640000105,4.005106038,5.277519522,4.218307852
6.840000153,3.667815781,5.044004192,4.655360018
3.130000114,3.698222047,5.201134976,4.371342126
6.210000038,3.303869019,4.960380295,4.227102178
2.960000038,3.955117846,5.13137039,4.146814534
2.670000076,4.302989355,5.310497129,4.156591479
2.269999981,4.358060701,5.414485392,4.523631705
4.28000021,3.461754659,4.983541498,4.286971878
2,4.596747935,5.450805966,4.539990434
4.059999943,3.525277935,5.102146083,4.380924117
3.269999981,4.05704363,5.235755599,4.059246176
1.299999952,3.750848152,4.448364279,1.590292133
5.190000057,2.727697304,4.873324972,4.287456109
2.140000105,3.819318382,4.625016596,2.94109052
3.289999962,3.951315893,5.362441722,4.674704223
2.150000095,3.759777626,4.425136797,0.674063449
4.820000172,3.713745274,5.118415718,4.30586081
3.789999962,3.651762649,5.491598051,5.085931796
4.590000153,2.762929953,5.037288024,4.561620395
3.75999999,3.947784715,5.270230306,4.199630833
2.349999905,4.346764228,5.435368676,4.450973548
2.769999981,3.907279485,5.077442683,3.907612922
1.820000052,4.546868737,5.46172327,4.623067558
7.789999962,2.683744097,4.611799999,4.096920652
2.369999886,4.10699712,5.240851038,4.359968238
5.96999979,3.38701147,4.982480736,4.272742836
5.5,2.622652815,4.733215742,3.875017243
2.299999952,4.407306911,5.014973503,3.524528708
3.140000105,3.698222047,5.201134976,4.371342126
2.970000029,4.367397073,4.975774049,2.831307686
2.029999971,4.71082114,5.376849788,4.390885976
2.160000086,4.051391461,5.010625053,3.84986816
1.940000057,4.783555092,5.325626216,4.043224318
3.559999943,4.327389712,5.189565415,3.888540845
1.419999957,3.934791579,4.629445045,2.49264484
4.159999847,3.15123065,4.624263909,3.207523801
3.700000048,2.937658097,5.125512881,4.645857429
1.799999952,3.741810315,4.687289279,3.354003001
1.75999999,4.62415722,5.740931087,5.111755621
3.380000114,3.494970917,5.449234525,5.054232227
3.170000076,3.855536604,5.190724356,4.433127586
2.299999952,4.22988418,5.330186727,4.51329168
3.650000095,3.775005184,5.286015031,4.586776394
2.660000086,4.413738048,5.292332878,4.160350038
4.809999943,3.588667275,4.664984353,2.740579483
5.820000172,3.550714307,4.759002801,3.380033908
2.24000001,3.6868331,4.570217259,2.162662087
5.96999979,2.698261996,4.909751202,4.41217026
2.650000095,3.503084114,4.381070511,0.650481257
2.359999895,4.586589216,5.47318059,4.321536046
5.190000057,3.425521996,4.933102883,4.024608999
1.850000024,4.564270802,5.481753776,4.575612136
1.399999976,4.352412983,5.770267008,5.26402702
4.230000019,3.515005016,4.637525675,2.053012027
3.599999905,4.034888701,4.643142662,1.60259352
4.71999979,3.60606382,5.129358356,4.369948856
1.850000024,4.439836493,5.391213646,4.463115871
1.370000005,5.227640987,5.791874809,4.980545118
3.599999905,3.70811965,5.43163914,4.849759431
2.319999933,4.378053088,5.425629371,4.469394013
1.970000029,4.483491477,5.426413158,4.469447703
1.279999971,5.481992724,5.758421269,4.791213198
2.569999933,4.033365089,4.909733747,3.377843561
2.150000095,3.759777626,4.425136797,0.674063449
4.599999905,2.998780294,4.897587524,4.139852328
2.400000095,4.148004853,4.979514309,3.189955112
2.549999952,3.997953505,5.163416693,4.120132945
3.75999999,3.851518093,5.274461977,4.507855675
1.399999976,5.307960462,5.948319198,5.246662399
2.880000114,4.082465125,5.358658543,4.472344205
1.230000019,5.352900551,6.149490851,5.612905855
2.839999914,3.73578834,5.1777828,4.321721967
2.119999886,4.813953046,5.340992604,4.117089374
8.369999886,2.725351196,4.384318154,3.691615766
3.829999924,3.227547772,5.298161417,4.814844807
6.059999943,3.439729829,4.521485789,1.681533607
3.75999999,3.749138316,4.767101174,2.777375814
1.419999957,3.747049405,4.480968767,-1.020912608
4.260000229,3.444355914,5.03368413,4.032789939
5.300000191,3.128787627,4.917524796,4.128353145
6.409999847,3.208454583,4.707878503,3.487352897
3.279999971,4.138577691,5.401700057,4.467475842
4.190000057,3.515005016,4.637525675,2.053012027
9.010000229,4.670672745,5.166040777,4.842694688
2.180000067,3.568327536,5.261010936,4.688259549
6.079999924,3.273501238,4.353629299,2.693505985
2.420000076,4.301836714,5.327122285,4.322439223
3.809999943,3.718868781,5.536081873,5.087240839
7.769999981,3.715421818,4.26893504,2.378393655
2.410000086,4.301836714,5.327122285,4.322439223
1.809999943,4.684487286,5.427207273,4.334206058
3.299999952,3.915017333,5.178680626,4.206513286
2.24000001,4.239879823,5.316073309,4.402401552
2.359999895,3.56850847,4.449648439,1.170583502
1.480000019,4.136379538,5.76767164,5.366328517
2.700000048,3.494934881,4.508340178,2.315649548
5.210000038,2.873351454,4.694826592,3.908968963
3.380000114,3.955981939,5.613203169,5.132461956
4.210000038,3.610711493,4.898177508,3.86573067
3.25,3.928759086,4.695854923,1.615583681
4.420000076,3.338388539,5.298316369,4.779817974
3.690000057,3.918943814,5.20637335,4.249391481
2.630000114,4.445191587,5.26650321,4.146004962
2.369999886,4.179657121,5.299508429,4.338742562
4.289999962,3.374776108,4.957260154,3.912379821
7.349999905,2.749589197,4.727376211,4.20754675
3.99000001,3.745779721,4.904159831,3.174975722
4.230000019,3.421052345,5.01354629,4.212022699
9.800000191,2.423514076,4.311361562,3.808242291
1.460000038,3.845634352,4.553761072,2.087633126
1.399999976,5.268105799,5.871639873,5.125260011
3.279999971,3.525528262,5.083999136,4.261699694
3.299999952,3.992620871,5.64856938,5.162084858
3.279999971,3.951315893,5.362441722,4.674704223
2.170000076,4.450036887,5.047849143,3.509921931
3.109999895,3.91642525,4.982994317,3.477923757
5.659999847,3.451514038,4.957341258,4.259547354
2.180000067,4.317257625,5.170230877,3.991314904
2.309999943,4.480090188,5.089484281,3.675275186
3.369999886,4.20398638,5.216158301,4.278204137
6.230000019,3.370161267,4.715679678,3.154074986
1.440000057,3.62715747,4.46072113,0.943543216
6.050000191,2.864832698,4.901463467,4.262475918
1.460000038,3.824790576,4.551226189,2.399978441
3.559999943,3.95523063,5.171524752,4.032143505
3.390000105,4.041114621,5.416759625,4.728765899
2.299999952,4.666321523,5.185663585,3.856124669
4.679999828,3.032656934,4.733778628,3.387994378
2.920000076,3.764907872,4.717027684,3.052536704
1.909999967,4.50279913,5.437396344,4.462823237
3.059999943,3.104488516,4.3300603,0.65426934
1.409999967,3.818717032,4.622017366,2.451327465
3.710000038,3.331811129,5.329989985,4.883992948
5.039999962,3.07705413,4.704332147,3.651684568
2.569999933,3.990998061,4.893754466,3.555785404
2.710000038,3.755334994,4.418163664,1.515741112
6.150000095,3.411990442,4.723762186,3.560644229
4.579999924,3.570949809,5.246517183,4.697074409
2.369999886,4.322126043,5.35856734,4.471634482
1.879999995,5.015106191,5.565674717,4.587006707
3.109999895,4.16943633,5.30009421,4.215482285
7.21999979,2.641109377,4.769215203,4.164480815
7.059999943,3.215793449,4.326825407,2.704592519
1.710000038,4.681537407,5.385397007,4.272601338
2.019999981,4.720160188,5.37735426,4.408527371
1.929999948,4.531384621,5.38960877,4.264435279
2.380000114,4.214399147,5.097738529,3.913371563
5.929999828,3.505692342,4.719184448,3.10774942
2.529999971,4.332732729,5.297142336,4.355337339
2.309999943,3.851819739,5.381053076,4.739656733
1.769999981,4.301061842,5.091188256,3.793642229
7.440000057,4.103058075,4.536968187,3.846362935
1.840000033,3.642724599,4.767606526,3.149369787
3.630000114,3.800628678,5.117233791,4.110424887
3.25,3.943420441,5.138378458,4.098940359
3.049999952,3.845047803,5.280180867,4.417839735
3.970000029,3.242868409,5.353100342,5.009480547
1.909999967,4.111641598,4.683476684,1.552558014
2.440000057,3.955422311,5.514443121,5.011703803
2.799999952,4.195365419,5.413238288,4.68321941
4.639999866,2.830363407,4.84859354,4.147511695
3.339999914,3.955981939,5.613203169,5.132461956
2.829999924,3.871056768,4.938312365,3.42212107
2,4.614955744,5.448022072,4.500409851
3.569999933,4.062041182,4.737034954,3.12666261
4.150000095,3.563473841,4.784948597,3.127644215
2.380000114,4.312721651,4.63865458,2.08968755
2.309999943,3.90507451,4.815751039,3.277209442
2.769999981,4.779016853,5.980801867,5.453428425
2.880000114,3.668452257,4.657669644,3.168155437
5.349999905,3.365901754,4.996581312,4.135329794
3.140000105,4.046864015,5.150722106,3.748551171
5,3.341090098,4.772285025,3.49464151
3.309999943,3.537652751,4.977694592,4.098789234
1.360000014,4.806399905,6.017922492,5.526554102
2.829999924,3.957973624,4.956881854,3.563938495
3.710000038,3.824242989,5.449251601,4.899761547
2.150000095,4.501799952,5.522633813,4.694900688
4.71999979,2.741733688,5.009131209,4.563795474
4.239999771,3.020797608,4.837925474,4.089483787
5.340000153,3.128601936,4.895740327,4.145549569
3.25,4.051180368,5.357100437,4.599931959
3.710000038,3.901729024,5.226743743,4.503607524
1.600000024,4.483900711,5.315932233,4.291674238
3.390000105,3.999812696,4.523248742,1.324975497
1.850000024,4.529095511,5.375069692,4.506140568
2.109999895,4.779344915,5.343463289,4.100954897
3.410000086,3.36127789,5.077702247,4.263258475
8.699999809,5.394743978,5.591182517,5.295121927
3.789999962,3.224055957,5.292293468,4.837181805
3.410000086,3.832066308,5.415237747,4.85400229
3.819999933,3.673706605,5.553943024,5.127032088
4,2.925746544,4.392087742,2.045851682
2.349999905,4.525295623,5.400120597,4.473527138
2.529999971,4.023529103,5.301833097,4.331498081
3.50999999,3.969035544,4.587974329,0.148386586
6.119999886,2.848665732,4.604087364,3.466448116
2.660000086,3.503084114,4.381070511,0.650481257
2.680000067,3.836581597,4.920347468,3.718050457
4.820000172,3.596245847,4.647781623,2.533452491
10.10000038,2.585619798,4.33475251,3.939238878
1.350000024,5.534585594,6.080588748,5.439766156
1.889999986,3.654379755,4.791367863,3.275915421
2.450000048,3.681530552,4.492461215,0.4278221
4.809999943,3.14068288,5.221422692,4.793201635
5.230000019,3.350798874,5.02378374,4.398288074
4.25,5.192683064,5.735620333,5.352848632
3.140000105,3.719245127,5.259280299,4.487993096
6.090000153,3.099746665,4.58589954,2.854673453
3.980000019,3.61474102,4.868398822,3.256568407
2.359999895,4.619668159,5.454953364,4.463161652
2.160000086,4.451946258,5.257890077,4.229192995
2.470000029,4.400251962,5.123866952,3.7442941
3.549999952,3.910914564,5.154783658,4.00900272
2.400000095,3.972319839,4.632410599,0.714697593
3.609999895,4.210571825,4.802690088,2.95321114
2.309999943,4.62012599,5.866921464,5.336832943
2.099999905,4.312707458,5.307714438,4.391609469
2.619999886,3.452614513,5.173739107,4.479812961
1.710000038,4.547974842,5.347689245,4.344001625
5.25,3.632222743,4.893508884,3.791310918
2.609999895,4.301062322,5.39743333,4.470300433
2.180000067,4.620612574,5.032575204,3.463220458
5.869999886,3.040640075,4.562340154,2.375916121
5.690000057,3.416152604,4.827434764,3.955897883
4.579999924,2.967856389,4.758609556,3.436278461
2.109999895,4.720441104,5.376319778,4.439253132
1.830000043,4.513595199,5.485111108,4.646970436
3.630000114,4.023745663,5.30219079,4.243205128
3.410000086,3.266499228,5.354370857,4.938216092
3.24000001,3.120444347,5.278350943,4.737917467
2.339999914,4.660193718,5.474125265,4.481712263
2.339999914,4.508461735,5.181551509,3.855467687
6.900000095,2.867593572,4.548612248,3.677899459
3.619999886,3.784045966,5.138277089,3.928440859
5.679999828,3.299924996,4.679225136,3.126128766
1.629999995,3.718583094,4.670746093,3.001279938
4.119999886,2.834065117,5.053893636,4.560450794
3.849999905,3.491845813,5.224959681,4.5633968
2.359999895,4.584458336,5.493884796,4.356885728
4.059999943,3.470013916,5.10429674,4.25603348
2.900000095,4.029010507,5.309787591,4.393758271
2.650000095,3.889264913,4.960902107,3.713005741
6.25,3.150750546,4.568427667,2.992545092
2.369999886,4.388000555,5.496482826,4.635975503
6.110000134,3.099746665,4.58589954,2.854673453
2.390000105,4.192225891,5.221448013,4.231022611
1.980000019,4.596837408,5.107091583,3.664382537
5.46999979,3.156126081,4.732936127,3.055974427
2.329999924,4.768488515,5.747216283,5.11796537
3.829999924,3.495759718,5.041242287,4.066877036
3.410000086,3.993279711,4.774890821,2.618806144
2.420000076,4.087808751,4.914307074,2.885517948
2.24000001,4.649739619,5.263535409,4.326917036
1.700000048,4.801884217,5.346413216,4.046133185
4.639999866,3.467059357,5.016311592,4.328369619
1.679999948,4.420295031,5.059373087,3.961680669
2.200000048,4.087595217,4.706299102,2.267457243
4.400000095,3.074310642,5.074797696,4.507075584
2.779999971,3.940737281,4.835215823,3.001888031
6.510000229,2.930045649,4.662774305,3.79372764
4.53000021,2.983415803,5.179074224,4.642805834
1.830000043,4.516836843,5.648521428,4.895259893
5.329999924,3.087223641,4.481490753,2.832814026
3.569999933,3.643299843,5.164720432,4.2430832
2.460000038,4.283700347,5.294143611,4.353249914
2.430000067,4.35466194,5.51057645,4.629744211
2.150000095,4.427748091,4.945172173,2.906314136
2.650000095,4.448180284,5.373194792,4.350070062
1.25999999,5.44916264,6.00412532,5.320817882
5.429999828,3.043892058,4.677150947,3.562808115
2.200000048,3.941115667,4.712927958,2.601867692
10.47999954,2.494438065,4.365609952,3.986905574
1.320000052,5.405636295,6.017117222,5.383038989
5.809999943,3.422348465,4.942914303,4.091998999
3.529999971,3.969035544,4.587974329,0.148386586
6.260000229,2.704169924,4.738578175,4.111590892
2.029999971,4.396270065,5.634730303,4.988110038
3.369999886,3.83812345,4.534467505,1.734383037
4.679999828,2.482463416,4.178939016,2.716033218
3.410000086,3.804534826,4.674355984,1.743469518
4.230000019,3.731114598,5.156704689,4.220310122
6.070000172,3.371839447,4.978823387,4.265333733
3.230000019,3.585161944,4.738930749,3.650599483
3.5,3.626053423,5.136006194,4.322828738
5.829999924,3.444505988,4.717481339,3.35275994
1.659999967,4.65045089,5.858123618,5.280019861
4.239999771,2.957235763,4.951368885,4.411244287
2.880000114,4.170416313,5.300544882,4.215208955
4.579999924,3.544951235,5.032256095,4.076373124
1.679999948,4.545246928,5.463916394,4.621025698
2.180000067,3.784625915,4.45890065,-0.984058625
4.099999905,3.76292337,5.382111702,4.979957697
5.630000114,2.908916417,4.70355922,3.654090413
7.309999943,3.761139226,5.008895086,4.668174519
2.390000105,3.835503917,4.41298549,-0.17897407
2.279999971,4.396755591,5.369307154,4.42440734
1.379999995,4.382355564,5.805431234,5.339666484
2.519999981,3.470136822,4.3227064,0.328826048
5.440000057,2.845940331,4.856495432,4.120685887
3.130000114,3.895936414,4.728539559,1.947660164
4.449999809,3.651811502,4.978005696,3.889214078
3.529999971,3.765762075,5.239745037,4.487557604
5.119999886,3.825794919,4.970620449,3.675836917
3.880000114,3.432199824,5.245274383,4.667823293
2.289999962,4.305001001,5.211360351,3.995882254
1.909999967,4.559064676,5.554202564,4.683706399
2.380000114,4.221273761,4.80875581,2.295080765
3.849999905,3.504649637,4.730999429,2.66183247
6.070000172,3.100891133,4.629355358,2.977659085
2.569999933,4.038099921,5.139963372,4.25702905
3.420000076,4.031998148,5.373945255,4.480654191
1.350000024,5.520589649,6.050373869,5.399198335
3.25,3.598197376,5.501161056,5.075121553
3.150000095,3.701062616,5.568601829,5.199434442
2.230000019,4.799197121,5.136966047,3.610749588
1.200000048,4.48850766,5.42204654,4.582765781
3.539999962,3.301284286,4.581629385,3.340972039
7.920000076,2.701790361,4.659960598,4.167902299
4.170000076,3.55534534,4.794899662,3.144437134
2.279999971,4.416418504,5.110185069,3.642513226
4.46999979,2.887949111,5.089083222,4.653134596
2.109999895,4.337696351,5.197076758,3.929365716
6.639999866,2.98423795,4.945742678,4.478598939
6.849999905,2.794815722,4.314406977,3.009452641
2.769999981,4.238950115,4.855826058,2.765084497
5.400000095,3.17669704,4.861582111,3.992364876
3.829999924,3.693466605,5.080510107,4.155689001
3.609999895,3.904739513,5.121199059,4.03483291
2.75,3.527023335,4.546853171,2.99371768
3.25,4.270230318,4.780289877,3.195830528
3.880000114,3.266436335,5.282252319,4.766905394
2.210000038,4.400059619,5.065345303,3.58245446
3.400000095,4.111296243,4.565848263,1.968840555
3.450000048,4.017414207,4.616937483,1.786573399
2.809999943,3.357934685,4.903293507,3.933367115
3.670000076,4.230819292,5.134440758,3.948566693
2.630000114,4.458586184,5.478402349,4.453464402
3,4.041442308,5.33921672,4.562812301
4.960000038,4.476565913,4.663658893,3.140940164
0.850000024,5.521923087,6.040817221,5.367006009
2.089999914,4.540888979,5.345175812,4.337127734
2.380000114,3.98618228,4.667117978,2.675488074
3.049999952,3.83759247,4.83596676,3.239081307
6.260000229,3.333260172,4.874166651,4.024483321
2.049999952,4.828986511,5.393980375,4.583717739
2.400000095,4.536173013,5.438237316,4.320162956
2.730000019,3.870481115,4.943351445,3.682550693
9.840000153,2.412267563,4.351680321,4.042050929
4.28000021,2.801156446,4.997313774,4.469749624
3.329999924,3.75824608,5.116811057,4.148517962
2,4.382523091,5.390463879,4.439782369
4.53000021,3.76931702,5.189714324,4.4272082
3.25,3.370887363,5.401450919,4.96894605
3.410000086,4.111296243,4.565848263,1.968840555
3.210000038,3.440986569,4.904224247,3.691382493
3.430000067,4.047836827,4.536301643,1.511350196
4.599999905,2.692516098,5.019723954,4.553193004
5.599999905,3.854206925,4.376827732,3.44302557
2.630000114,4.334057919,5.078378232,3.67013811
2.119999886,4.672234086,5.926249242,5.387898605
2.349999905,4.039422129,5.51475841,4.933899203
2.130000114,4.598304118,5.381703485,4.405011354
2.210000038,4.333594263,5.152197174,4.049587595
2.079999924,4.689830571,5.696689734,4.929468943
1.210000038,5.300558371,6.176049047,5.641408323
3.369999886,3.983854004,4.934280393,3.189145364
3.809999943,4.010344525,5.214007717,4.168108006
1.559999943,3.81842909,4.676258343,2.243038326
5.199999809,2.781534553,4.953575191,4.412975346
2.390000105,4.176321328,4.564038666,-0.974238464
4.400000095,3.025427351,5.058588501,4.500049618
6.960000038,2.95954429,4.740065747,4.157971816
5.03000021,3.099331582,5.177412937,4.64071506
2.150000095,4.165909791,5.101174898,3.926658848
2.289999962,5.819482655,6.000582686,5.506621834
2.089999914,4.503057666,5.318214655,4.204504481
2.869999886,3.615098722,5.22213431,4.443983925
3.380000114,3.936164919,5.034393988,3.702454238
1.909999967,4.497125104,5.098229604,3.495184463
2.25999999,3.910415265,5.38043966,4.686048039
5.070000172,2.938389673,4.658645809,3.475325528
2.559999943,4.471206209,4.879322388,2.328623129
1.75,4.373251369,5.13966407,3.841520667
2.230000019,3.6868331,4.570217259,2.162662087
2.950000048,4.210672633,5.539317473,4.95036996
2.400000095,4.492178004,5.372241373,4.387088926
5.110000134,3.317778298,4.797321911,3.448377837
2.859999895,3.94799793,5.01330802,3.769790015
2.150000095,4.080127728,5.065702552,4.012936989
2.390000105,4.249123078,5.433806167,4.69147
4.159999847,3.473265369,5.038815787,4.031966061
1.49000001,5.171677869,5.75517021,4.877246785
4.610000134,3.082511605,5.028233306,4.351483752
4.139999866,3.591434772,5.387054055,4.779336016
3.059999943,3.803664442,5.280929659,4.358602672
1.480000019,4.326126743,5.839092803,5.410999353
4.940000057,3.185793513,4.962959233,3.727993642
4.269999981,3.375370888,5.033978604,4.125332648
4.28000021,2.843685409,4.924521636,4.398158695
2.24000001,4.003252475,4.429082438,0.428830524
2.349999905,4.35895427,4.725854105,1.146994735
5.869999886,3.197424561,4.715135123,3.423705932
6.820000172,2.783264417,4.321130974,2.914177505
3.559999943,3.395585266,4.737221587,2.314722483
3.589999914,3.341266573,5.07613763,4.293507065
4.96999979,2.690849578,4.923485151,4.367554425
3.319999933,3.285987065,4.809561654,3.628063726
5.150000095,2.819841481,4.869814447,4.313678145
3.380000114,3.763384138,5.216242651,4.421632298
4.210000038,3.696407265,5.061748922,4.10672875
1.909999967,3.601297424,4.525814747,2.413030645
3.710000038,3.904569261,5.168986942,4.268164827
2.289999962,3.832567463,5.300455839,4.524780276
2.210000038,4.153507096,4.772569596,2.711826284
1.549999952,3.703275155,4.733055948,3.295680697
2.309999943,4.161690671,4.989424304,3.245420039
2.200000048,4.317257625,5.170230877,3.991314904
3.559999943,3.488293879,5.453030131,5.037082564
3.670000076,3.745052566,5.239851317,4.540453894
3.579999924,3.783516013,5.441226034,4.87597311
1.820000052,3.732625097,4.722459047,3.214126234
2.119999886,4.192046237,4.989594017,3.325702523
